弹幕id,弹幕所处位置,弹幕发送时间,弹幕内容,态度,得分
A1221103245305538304,26:04,2023-01-01 14:22:19,弯道超车,消极,0.7230205535888672
A1221103245389424384,25:41,2023-01-01 14:21:57,战略考虑,积极,0.9203429222106934
A1221103245464921856,57:35,2023-01-01 14:20:38,仰望1月5日发布,积极,0.874850869178772
A1221103245540419328,05:38,2023-01-01 14:19:35,牛逼,积极,0.7527815699577332
A1221103245599139584,05:29,2023-01-01 14:19:26,吕向阳现在是广州首富了,积极,0.9906576871871948
A1221103245691414272,05:06,2023-01-01 14:19:03,人脉真的重要,消极,0.8454615473747253
A1221103245775300352,04:58,2023-01-01 14:18:55,《贵人》,消极,0.7592363953590393
A1221103245842409216,41:38,2023-01-01 14:15:01,秦时明月,消极,0.9008969068527222
A1221103245917906688,41:28,2023-01-01 14:14:51,这两年怎么涨得这么快,积极,0.6242594718933105
A1221103246010181376,53:47,2023-01-01 14:14:01,穿越者,消极,0.601531445980072
A1221103246077290240,53:36,2023-01-01 14:13:50,比亚迪现在有钱都买不到，提车慢,积极,0.97056645154953
A1221103246152787712,53:19,2023-01-01 14:13:33,奔驰降得是真狠,消极,0.996171534061432
A1221103246219896576,53:06,2023-01-01 14:13:20,发达国家粉碎机,消极,0.8909838199615479
A1221103246287005440,52:46,2023-01-01 14:13:01,比亚迪涨价了哈哈哈,积极,0.9940640330314636
A1221103246404445952,57:54,2023-01-01 14:12:38,UP主加油,积极,0.9295573234558104
A1221103246471554816,28:51,2023-01-01 13:33:53,所以比亚迪配得上今天的销量和地位,积极,0.996298849582672
A1221103246538663680,28:48,2023-01-01 13:33:28,不容易,消极,0.8623945116996765
A1221103246614161152,28:19,2023-01-01 13:32:52,国家的大棋,积极,0.9666662812232972
A1221103246739990272,27:51,2023-01-01 13:32:05,怎么感觉有点像华为,积极,0.8519458174705505
A1221103246807099136,27:46,2023-01-01 13:31:48,技术路线,消极,0.6130130290985107
A1221103246949705472,27:29,2023-01-01 13:30:53,功夫不负有心人,消极,0.8469476103782654
A1221103247025202944,27:22,2023-01-01 13:30:35,要有坐冷板凳的觉悟,消极,0.9829241633415222
A1221103247201363712,27:09,2023-01-01 13:30:11,坚定的信念很重要,消极,0.6191375255584717
A1221103247268472576,26:42,2023-01-01 13:29:38,都是大佬啊,消极,0.7424047589302063
A1221103247545296640,26:22,2023-01-01 13:28:55,邹韬奋的儿子,积极,0.9848712086677552
A1221103247645959936,26:20,2023-01-01 13:28:38,钱老千古！,积极,0.9462583661079408
A1221103247729846016,25:53,2023-01-01 13:28:11,前几年雾霾确实严重,消极,0.7560109496116638
A1221103247822120704,25:28,2023-01-01 13:27:31,对，企业家不是赌徒,积极,0.9027810096740724
A1221103247906006784,24:15,2023-01-01 13:26:29,错了就要认，挨打要站好,消极,0.6590101718902588
A1221103247973115648,24:13,2023-01-01 13:26:04,复盘反思,积极,0.9371062517166138
A1221103248073778944,24:01,2023-01-01 13:25:45,君子豹变，其文蔚也。出自《易经》,消极,0.7991271615028381
A1221103248132499200,23:57,2023-01-01 13:25:20,风水轮流转,积极,0.6943753957748413
A1221103248216385280,23:56,2023-01-01 13:25:09,怪不到,消极,0.9622135162353516
A1221103248283494144,23:30,2023-01-01 13:24:38,这个开机画面太熟悉了,积极,0.9864758849143982
A1221103248350603008,23:26,2023-01-01 13:24:20,现在百万了,积极,0.9266911149024964
A1221103248568706816,23:09,2023-01-01 13:23:03,凡哥有点帅啊,积极,0.8575376272201538
A1221103248635815680,23:08,2023-01-01 13:22:46,江湖儿女!,积极,0.7406484484672546
A1221103248702924544,23:03,2023-01-01 13:22:28,太真实了,消极,0.96437007188797
A1221103248778422016,22:34,2023-01-01 13:18:44,王传福也脱不开责任,积极,0.8314546942710876
A1221103248862308096,22:20,2023-01-01 13:18:22,光顾着自己挣钱不行,消极,0.970639944076538
A1221103248937805568,22:17,2023-01-01 13:18:07,短板,消极,0.7849452495574951
A1221103249004914432,21:41,2023-01-01 13:17:47,老王不讲武德啊,消极,0.9968464970588684
A1221103249097189120,21:13,2023-01-01 13:17:07,套路太深,消极,0.9983288645744324
A1221103249172686592,20:13,2023-01-01 13:16:42,得意黑!,消极,0.9280588626861572
A1221103249239795456,19:53,2023-01-01 13:15:58,我去，还有这种事,消极,0.993111491203308
A1221103249306904320,19:46,2023-01-01 13:15:31,up主挖得挺深啊,消极,0.9930450320243835
A1221103249365624576,19:31,2023-01-01 13:14:54,毕竟年头少，需要积累底蕴,消极,0.8042173385620117
A1221103249432733440,19:28,2023-01-01 13:14:27,巅峰之后必有低谷,积极,0.6751375198364258
A1221103249499842304,19:12,2023-01-01 13:13:09,然后互联网时代就到了,积极,0.9432950615882874
A1221103249583728384,18:41,2023-01-01 13:12:20,赚了几十倍啊,积极,0.7224634289741516
A1221103249659225856,18:40,2023-01-01 13:11:58,巴菲特抛售了，但是影响不大,积极,0.8456897735595703
A1221103249793443584,54:57,2023-01-01 10:25:07,一语双关,消极,0.7151308059692383
A1221103249852163840,54:52,2023-01-01 10:24:57,苏联老大哥？,积极,0.7888662219047546
A1221103249927661312,54:39,2023-01-01 10:24:36,UP主也要加油！,积极,0.9543952345848083
A1221212979941598976,22:34,2023-01-02 22:52:11,毕竟是商人,积极,0.6599271893501282
A1221146374813390080,47:59,2023-01-02 20:39:51,焯！燃起来了！,积极,0.9321473836898804
A1221138292826115584,32:49,2023-01-02 20:23:48,当然比亚迪,积极,0.9840131998062134
A1221117590144263424,57:52,2023-01-02 19:42:40,支持支持！,积极,0.9861537218093872
A1221112953374302464,53:54,2023-01-02 19:33:27,竟然有点可爱,消极,0.858291506767273
A1221112615842298880,26:06,2023-01-02 19:32:47,这视频有点硬啊,消极,0.8523241281509399
A1221112546795257856,25:57,2023-01-02 19:32:39,超强判断力,积极,0.9805702567100524
A1221112396119236864,18:33,2023-01-02 19:32:21,神眼光,积极,0.9340511560440063
A1221111223886576128,00:51,2023-01-02 19:30:01,现在是别让你死掉,消极,0.7070372104644775
A1221110938430853632,57:20,2023-01-02 19:29:27,结尾升华得好,积极,0.9688708782196044
A1221110738991822592,46:44,2023-01-02 19:29:03,激动,积极,0.9725291728973388
A1221110646968749568,46:33,2023-01-02 19:28:52,激动,积极,0.9725291728973388
A1221101187076668416,09:46,2023-01-02 19:10:04,说干就干,消极,0.9416712522506714
A1221101007862289152,09:24,2023-01-02 19:09:43,妈呀,积极,0.547080934047699
A1221100893257577216,09:10,2023-01-02 19:09:29,是镇有魄力,积极,0.8908373117446899
A1221100557771824640,08:31,2023-01-02 19:08:49,当初发展半导体的话，现在国家不会有这么大问题吧,消极,0.9258514642715454
A1221095625496545024,08:27,2023-01-02 18:59:01,我靠，那年头的20亿,消极,0.7907231450080872
A1221095259963025664,07:43,2023-01-02 18:58:18,风云，雄霸天下！,积极,0.8643324971199036
A1221095186302636032,07:35,2023-01-02 18:58:09,这倒是第一次听说,消极,0.5100014805793762
A1221095128270430976,07:28,2023-01-02 18:58:02,后来居上,积极,0.6004113554954529
A1221095068442770688,07:20,2023-01-02 18:57:55,可以可以,消极,0.5727607607841492
A1221094959978159872,07:08,2023-01-02 18:57:42,牛逼啊,消极,0.8515328168869019
A1221094907364614144,07:01,2023-01-02 18:57:36,索罗斯,积极,0.7329035401344299
A1221094851748471552,06:55,2023-01-02 18:57:29,金融风暴,消极,0.8228706121444702
A1221094598974328320,06:25,2023-01-02 18:56:59,有志者自有千方百计,积极,0.5863742828369141
A1221094405650488576,06:02,2023-01-02 18:56:36,怪不得,消极,0.7953482270240784
A1221094204860592896,05:38,2023-01-02 18:56:12,富有且慷慨,积极,0.9099774360656738
A1221094005983555072,05:14,2023-01-02 18:55:48,狠人,消极,0.9972670078277588
A1221093931283259904,05:05,2023-01-02 18:55:40,一家子能人啊,积极,0.9742355942726136
A1221093844578312448,04:55,2023-01-02 18:55:29,哈哈哈哈,积极,0.8734840750694275
A1221093797778422016,04:49,2023-01-02 18:55:24,UP主好棒,积极,0.9975903034210204
A1221093730459688192,04:41,2023-01-02 18:55:16,魄力,积极,0.9616167545318604
A1221093650541436672,04:31,2023-01-02 18:55:06,产业转移,消极,0.5429825782775879
A1221093534669753856,04:18,2023-01-02 18:54:52,不做大哥好多年,消极,0.9905670285224916
A1221093384572583936,04:00,2023-01-02 18:54:34,郭广昌有点敏感啊,积极,0.7335912585258484
A1221093324115510016,03:53,2023-01-02 18:54:27,汇源太可惜,消极,0.966903269290924
A1221093276544030464,03:47,2023-01-02 18:54:21,那个时代啊,消极,0.7579315900802612
A1221093044120565248,03:19,2023-01-02 18:53:54,人家的26岁,消极,0.7900911569595337
A1221092983856803072,03:12,2023-01-02 18:53:47,优秀,积极,0.5059744119644165
A1221092852164327936,02:56,2023-01-02 18:53:31,善良是有回报的,积极,0.508690595626831
A1221092714590991616,02:40,2023-01-02 18:53:14,《地久天长》,消极,0.6208274364471436
A1221092641702425088,02:31,2023-01-02 18:53:06,《山海情》,消极,0.8708077073097229
A1221092570835214336,02:23,2023-01-02 18:52:57,懂事的孩子,积极,0.9776155352592468
A1221092512618362112,02:16,2023-01-02 18:52:50,《少年班》吗,积极,0.7614617347717285
A1221092460684710656,02:10,2023-01-02 18:52:44,这么苦？,消极,0.9985482096672058
A1221091978364958464,01:12,2023-01-02 18:51:47,厉害哦,积极,0.7939241528511047
A1221091918058959616,01:05,2023-01-02 18:51:40,马斯克那时候就植发了吗,积极,0.8963690400123596
A1221091767743723264,00:47,2023-01-02 18:51:22,查理芒格？,消极,0.5957292914390564
A1221091269225530624,02:12,2023-01-02 18:50:22,董子健,积极,0.824787437915802
A1221091031568035072,01:44,2023-01-02 18:49:54,当年是真穷啊,消极,0.8296910524368286
A1221090956028552192,01:35,2023-01-02 18:49:45,这对比,积极,0.6048168540000916
A1221090796410100992,01:16,2023-01-02 18:49:26,比亚迪更硬核,积极,0.97541081905365
A1221090723194107648,01:07,2023-01-02 18:49:17,今年卖了180万了,积极,0.8214004635810852
A1221090568013410816,00:48,2023-01-02 18:48:59,芒格？,积极,0.6807429790496826
A1221090519208275712,00:43,2023-01-02 18:48:53,当时的确技术还不够强啊,消极,0.8209566473960876
A1221090405962384640,00:29,2023-01-02 18:48:39,打脸了哈哈,消极,0.675321102142334
A1221090329004918016,00:20,2023-01-02 18:48:30,up主牛逼,消极,0.5300817489624023
A1220923827341970432,01:42,2023-01-02 13:17:42,666,积极,0.6753098964691162
A1221971752083624448,32:49,2023-01-03 23:59:44,当然比亚迪,积极,0.9840131998062134
A1221971518989709312,57:32,2023-01-03 23:59:16,撒花,积极,0.978785514831543
A1221971189493470208,08:46,2023-01-03 23:58:37,光刻机是绕不开的痛，你设计得出芯片你也造不出来,消极,0.9934822916984558
A1221970750693468160,32:49,2023-01-03 23:57:45,当然比亚迪,积极,0.9840131998062134
A1221970310635804160,30:41,2023-01-03 23:56:52,深圳一夜之间把客运量大的公交路线换成电动的，初中的时候前一天还是油车，第二天就纯电了,积极,0.9591093063354492
A1221969972683840512,46:18,2023-01-03 23:56:12,没办法，这一切早已注定,积极,0.9238783121109008
A1221969655493571328,55:31,2023-01-03 23:55:34,介绍有不足，但是精彩,积极,0.9738852381706238
A1221969247698672128,15:54,2023-01-03 23:54:45,王传福是真正懂技术的，军工也是这样起来的,积极,0.9505040645599364
A1221968469394790400,43:58,2023-01-03 23:53:13,不是一个时代的产品了,消极,0.9924917817115784
A1221968432937997568,32:47,2023-01-03 23:53:08,当然比亚迪,积极,0.9840131998062134
A1221967090727173888,41:15,2023-01-03 23:50:28,22年要曝发了,消极,0.7529646158218384
A1221966117715819264,15:49,2023-01-03 23:48:32,阿甘正传,消极,0.9150665402412416
A1221965674033926400,32:48,2023-01-03 23:47:39,当然比亚迪,积极,0.9840131998062134
A1221965515615104768,19:22,2023-01-03 23:47:20,房地产和互联网席卷股市了,积极,0.9655647277832032
A1221964733033351168,37:31,2023-01-03 23:45:47,我就不觉得用中文有什么不好，所以我选择比亚迪,积极,0.993467390537262
A1221964531044022272,12:49,2023-01-03 23:45:23,不是传言，是真的,积极,0.8789576292037964
A1221963976725171712,16:17,2023-01-03 23:44:17,15年做到世界第一，比计划早两三年,积极,0.9779515266418456
A1221962735923933696,36:57,2023-01-03 23:41:49,？,积极,0.5104345679283142
A1221962454008073216,08:58,2023-01-03 23:41:15,合资车不挣钱?,积极,0.532127320766449
A1221962363780232448,12:00,2023-01-03 23:41:05,这个蓝白比亚迪标太经典了，以前深圳街上贼多f0，f3,积极,0.976157546043396
A1221962140131498752,32:50,2023-01-03 23:40:38,特斯拉YYDS,积极,0.5821923613548279
A1221961887181479936,32:48,2023-01-03 23:40:08,当然比亚迪,积极,0.9840131998062134
A1221961053219477760,32:48,2023-01-03 23:38:29,当然比亚迪,积极,0.9840131998062134
A1221960921946470400,09:06,2023-01-03 23:38:13,销量第一也难免有人说不行，超越日系和同行巨头特斯拉已经让中国汽车行业弯道超车了,积极,0.9848094582557678
A1221960633025789184,32:49,2023-01-03 23:37:38,都无感,消极,0.999635934829712
A1221960189956243456,22:42,2023-01-03 23:36:46,跟现在一样？现在是订单生产，生产多少卖多少，你问问4s有多少库存车？,消极,0.9747272729873656
A1221959325552160256,21:43,2023-01-03 23:35:03,那个时候这样做的屡见不鲜，其实现在也还有,消极,0.9614039659500122
A1221958770167425024,05:35,2023-01-03 23:33:56,？BT，直接250w，我收回白手起家的话,消极,0.9914104342460632
A1221957334054873856,03:01,2023-01-03 23:31:05,技术出身,积极,0.6483480334281921
A1221957267742864128,19:54,2023-01-03 23:30:57,万字解读 你以为开玩笑的呀,积极,0.5698504447937012
A1221956560692440832,32:49,2023-01-03 23:29:33,当然比亚迪,积极,0.9840131998062134
A1221955517996743424,57:07,2023-01-03 23:27:29,秦汉唐宋元，五个朝代都有了,积极,0.9664884209632874
A1221955278594241536,32:50,2023-01-03 23:27:00,当然比亚迪,积极,0.9840131998062134
A1221955082099614720,14:00,2023-01-03 23:26:37,除了奔驰，所以品牌都抄过,消极,0.5079349279403687
A1221954716297429504,32:50,2023-01-03 23:25:53,当然比亚迪,积极,0.9840131998062134
A1221954515591322880,13:08,2023-01-03 23:25:29,现在轮到丰田拆比亚迪了,消极,0.7388168573379517
A1221953678676943616,32:51,2023-01-03 23:23:49,当然比亚迪,积极,0.9840131998062134
A1221952660375526144,32:47,2023-01-03 23:21:48,当然比亚迪,积极,0.9840131998062134
A1221952316090263552,55:13,2023-01-03 23:21:07,你小子话里有话啊,消极,0.9018661379814148
A1221951005974110208,01:12,2023-01-03 23:18:31,22年180万量,消极,0.8213330507278442
A1221951005521298944,32:50,2023-01-03 23:18:31,特斯拉YYDS,积极,0.5821923613548279
A1221950111119566336,00:35,2023-01-03 23:16:44,建议现在在采访他一下,消极,0.7125189900398254
A1221949944655719680,51:17,2023-01-03 23:16:24,最喜欢的一句话，传统品牌一发力，自主品牌都快笑死了,积极,0.9928045868873596
A1221949329066085120,32:50,2023-01-03 23:15:11,当然比亚迪,积极,0.9840131998062134
A1221948796020533504,01:45,2023-01-03 23:14:07,比养的 交车（doge）,消极,0.992820680141449
A1221946770851030016,00:43,2023-01-03 23:10:06,?,消极,0.7352818250656128
A1221946428268917504,22:32,2023-01-03 23:09:25,和现在的情况很像,积极,0.5488772988319397
A1221945176185082880,03:31,2023-01-03 23:06:56,26处级……,消极,0.9369126558303832
A1221944706867814912,41:23,2023-01-03 23:06:00,马上DMI横空出世，打的世界上所有车企节节败退,积极,0.602593719959259
A1221944023841944064,07:40,2023-01-03 23:04:38,比亚迪电子现在也是代工巨头,积极,0.9723336100578308
A1221943131654590720,53:56,2023-01-03 23:02:52,真人真事，在六角大楼食堂偶遇过,消极,0.5728144645690918
A1221942727206377728,15:25,2023-01-03 23:02:04,当时的中国就是生产洼地，哪有比自己生产更便宜的,积极,0.7855101227760315
A1221942100762161920,32:45,2023-01-03 23:00:49,特斯拉YYDS,积极,0.5821923613548279
A1221940960314191104,32:49,2023-01-03 22:58:33,都无感,消极,0.999635934829712
A1221940835508093184,32:48,2023-01-03 22:58:18,当然比亚迪,积极,0.9840131998062134
A1221940201036064768,16:18,2023-01-03 22:57:03,2022年，我们是第一,积极,0.9190576672554016
A1221940142299005184,06:09,2023-01-03 22:56:56,夏佐全把全部50万身家投了王传福之后，表哥吕向阳跟投250万,积极,0.7809798121452332
A1221939810177033984,32:46,2023-01-03 22:56:16,当然比亚迪,积极,0.9840131998062134
A1221939695253166848,06:05,2023-01-03 22:56:02,这里漏了第一个天使投资人 也是比亚迪的联合创始人之一 夏佐全,积极,0.9847809076309204
A1221939599715394816,57:34,2023-01-03 22:55:51,好,积极,0.5925006866455078
A1221936042576634368,32:47,2023-01-03 22:48:47,当然比亚迪,积极,0.9840131998062134
A1221931418775661824,00:49,2023-01-03 22:39:36,当时比亚迪的确不行，不过也说明马斯克眼光也不咋地,消极,0.713074266910553
A1221930831598526976,54:03,2023-01-03 22:38:26,新势力都是什么lj,积极,0.5252043008804321
A1221929756799301120,32:47,2023-01-03 22:36:18,当然比亚迪,积极,0.9840131998062134
A1221929351738595328,16:18,2023-01-03 22:35:29,当年只是被人当做笑话,消极,0.9878893494606018
A1221928384624557824,14:58,2023-01-03 22:33:34,这位女士是严琛,积极,0.5554762482643127
A1221927374585954816,49:38,2023-01-03 22:31:34,希望不是宁德时代一样站着倒班吧,积极,0.5997219085693359
A1221927087259263232,32:48,2023-01-03 22:30:59,当然比亚迪,积极,0.9840131998062134
A1221926195189686272,32:49,2023-01-03 22:29:13,当然比亚迪,积极,0.9840131998062134
A1221926102772224256,32:50,2023-01-03 22:29:02,当然比亚迪,积极,0.9840131998062134
A1221925782528633344,32:47,2023-01-03 22:28:24,当然比亚迪,积极,0.9840131998062134
A1221924611378433280,32:50,2023-01-03 22:26:04,当然比亚迪,积极,0.9840131998062134
A1221924564486288896,29:48,2023-01-03 22:25:59,卧槽，这策略绝了,积极,0.966483473777771
A1221924557875865088,32:48,2023-01-03 22:25:58,特斯拉YYDS,积极,0.5821923613548279
A1221924549394906368,32:50,2023-01-03 22:25:57,当然比亚迪,积极,0.9840131998062134
A1221924187963240960,32:08,2023-01-03 22:25:14,特别辣的所谓智能辅助撞了多少?,消极,0.9918368458747864
A1221924169575625472,32:48,2023-01-03 22:25:12,当然比亚迪,积极,0.9840131998062134
A1221923742637379840,32:47,2023-01-03 22:24:21,当然比亚迪,积极,0.9840131998062134
A1221922914832593920,30:25,2023-01-03 22:22:42,此时，一辆帅气的黑汉路过～,积极,0.974803388118744
A1221922186844177664,39:01,2023-01-03 22:21:15,woc，办法总比困难多，因祸得福,积极,0.9615563750267028
A1221921768428612352,32:50,2023-01-03 22:20:25,当然比亚迪,积极,0.9840131998062134
A1221921325166291200,32:47,2023-01-03 22:19:33,当然比亚迪,积极,0.9840131998062134
A1221920420773811200,36:54,2023-01-03 22:17:45,dragon face,消极,0.5641078352928162
A1221919881646272768,00:28,2023-01-03 22:16:40,笑，接着笑,积极,0.8688027858734131
A1221919032484188160,49:33,2023-01-03 22:14:59,爽,积极,0.9873473644256592
A1221917666726556160,46:47,2023-01-03 22:12:16,海豚车主表示：真好开！,积极,0.9896085858345032
A1221917513970340608,03:22,2023-01-03 22:11:58,26岁不到,消极,0.9620884656906128
A1221917238379279360,31:29,2023-01-03 22:11:25,中国车企就服比亚迪和吉利,积极,0.7406918406486511
A1221916965883613440,32:48,2023-01-03 22:10:53,当然比亚迪,积极,0.9840131998062134
A1221916825055515136,02:30,2023-01-03 22:10:36,长兄如父,积极,0.8529604077339172
A1221915253290344192,13:44,2023-01-03 22:07:29,汽车基础太薄弱了，你想追赶肯定要抄别人。中国军工更多,积极,0.958978533744812
A1221913726488551168,39:38,2023-01-03 22:04:27,宁德时代,消极,0.6891381144523621
A1221910653682473728,05:00,2023-01-03 21:58:20,表哥投资了五百万,积极,0.8975240588188171
A1221910589232772096,32:48,2023-01-03 21:58:13,当然比亚迪,积极,0.9840131998062134
A1221910244561650688,04:17,2023-01-03 21:57:32,每个时代都有机会，每个时候都是好时候,消极,0.5441406965255737
A1221909280476068864,02:54,2023-01-03 21:55:37,大哥王传芳，为人处世非常低调,积极,0.7062312960624695
A1221907632097814016,32:50,2023-01-03 21:52:20,当然比亚迪,积极,0.9840131998062134
A1221906670696061440,13:39,2023-01-03 21:50:26,当年这车基本都是跑黑车的，其实从侧面打击了比亚迪的品牌价值,消极,0.735885500907898
A1221905567761568000,32:49,2023-01-03 21:48:14,当然比亚迪,积极,0.9840131998062134
A1221904778553403392,00:10,2023-01-03 21:46:40,建议再找马斯克问问byd,积极,0.5554536581039429
A1221904402710029312,32:50,2023-01-03 21:45:55,当然比亚迪,积极,0.9840131998062134
A1221901038970635008,32:49,2023-01-03 21:39:14,当然比亚迪,积极,0.9840131998062134
A1221896687488879104,32:48,2023-01-03 21:30:36,当然比亚迪,积极,0.9840131998062134
A1221896320982591232,32:47,2023-01-03 21:29:52,当然比亚迪,积极,0.9840131998062134
A1221896089918350336,32:49,2023-01-03 21:29:24,当然比亚迪,积极,0.9840131998062134
A1221895261484554752,31:10,2023-01-03 21:27:46,是的，坪山区一条主干道,积极,0.9748314619064332
A1221892974842208256,32:48,2023-01-03 21:23:13,当然比亚迪,积极,0.9840131998062134
A1221892913831899648,19:16,2023-01-03 21:23:06,不，是房地产来了,消极,0.9444209933280944
A1221892222769921792,32:51,2023-01-03 21:21:43,当然比亚迪,积极,0.9840131998062134
A1221890294724013056,28:47,2023-01-03 21:17:53,所以比亚迪的电车不吃充电桩，什么桩都可以充,积极,0.9868380427360536
A1221888500945721344,32:47,2023-01-03 21:14:20,当然比亚迪,积极,0.9840131998062134
A1221885878071418624,32:47,2023-01-03 21:09:07,特斯拉YYDS,积极,0.5821923613548279
A1221885624357821696,04:58,2023-01-03 21:08:37,研究院给了一部分启动资金的好像,积极,0.7691602110862732
A1221885038841799424,10:39,2023-01-03 21:07:27,有钱就是任性。,积极,0.9698492288589478
A1221875918075781376,32:47,2023-01-03 20:49:20,当然比亚迪,积极,0.9840131998062134
A1221875741654992896,20:19,2023-01-03 20:48:59,退网的经销商现在什么心情,消极,0.9944844841957092
A1221867320876910336,56:11,2023-01-03 20:32:15,马斯克不也是吗,积极,0.6587642431259155
A1221865937553344768,01:31,2023-01-03 20:29:30,比亚迪是东西的，恒大乐视春兰怎么比？,消极,0.9202752709388732
A1221857651219486976,30:07,2023-01-03 20:13:02,厉害,消极,0.6886026859283447
A1221856787519927296,32:48,2023-01-03 20:11:19,当然比亚迪,积极,0.9840131998062134
A1221856516810927872,32:47,2023-01-03 20:10:47,当然比亚迪,积极,0.9840131998062134
A1221854844676345088,32:47,2023-01-03 20:07:27,当然比亚迪,积极,0.9840131998062134
A1221854297772652032,32:48,2023-01-03 20:06:22,当然比亚迪,积极,0.9840131998062134
A1221851200564363264,57:07,2023-01-03 20:00:13,格局,积极,0.6782364845275879
A1221850082404656128,55:13,2023-01-03 19:58:00,升华了,积极,0.973928153514862
A1221848630579954944,52:24,2023-01-03 19:55:07,竟然有25个大冤种,消极,0.9933504462242126
A1221846339617682432,33:50,2023-01-03 19:50:34,没什么关系，这个特来电是造电气设备的。,积极,0.7305043339729309
A1221845763588689920,06:34,2023-01-03 19:49:25,手搓电池把日本人干倒了,消极,0.9955540299415588
