弹幕id,弹幕所处位置,弹幕发送时间,弹幕内容,态度,得分
A1224061398015862784,00:31,2023-01-06 21:11:29,我觉得后续技术下放的车型马上就能出来，这台车这个价格，BYD不看重他的量，让别人知道他们的技术储备引发兴趣，低级别车型走量才是关键。,积极,0.9984812140464783
A1224059673435451392,02:46,2023-01-06 21:08:04,看清楚了，这他妈是水泥地摩擦多大呀，要比在沙地里面原地掉头难度不止高几倍。,消极,0.9800470471382141
A1224058469469280768,04:25,2023-01-06 21:05:40,想看泥地冲坡,消极,0.9861138463020325
A1224058285431469056,04:21,2023-01-06 21:05:18,这个是真牛逼,消极,0.9968686699867249
A1224057074309560320,02:04,2023-01-06 21:02:54,为啥要对标，不是让他们仰望么,消极,0.8951365351676941
A1224056760181345792,01:41,2023-01-06 21:02:16,大力出奇迹,积极,0.6281909346580505
A1224055353126408704,02:43,2023-01-06 20:59:29,王德天～这个厉害,消极,0.7609925270080566
A1224054386339287296,03:04,2023-01-06 20:57:33,慢速，高摩擦力 角度可控  比奔驰大g牛b,积极,0.94166499376297
A1224048289323031296,04:08,2023-01-06 20:45:26,这就是自信拿测试车拍广告 牛逼了,消极,0.995124876499176
A1224047990923526144,03:53,2023-01-06 20:44:51,牛逼,积极,0.7527815699577332
A1224046098839089920,00:34,2023-01-06 20:41:05,这就是自信,积极,0.9058828353881836
A1224044664949197568,02:00,2023-01-06 20:38:14,60万 真就不如一个标值钱 站起来吧,消极,0.990723192691803
A1224043142047927040,01:52,2023-01-06 20:35:13,李铁：老子巅峰时期，不助跑可以铲5米,积极,0.6476077437400818
A1224042092448419584,00:05,2023-01-06 20:33:08,夜航星好评！,积极,0.9972130656242371
A1224038650677958400,04:50,2023-01-06 20:26:17,毫秒级控制扭力输出，降维打击啊。,积极,0.8575693368911743
A1224036883928100352,04:17,2023-01-06 20:22:47,谁还记福莱尔,消极,0.9027587175369263
A1224036734048987648,01:36,2023-01-06 20:22:29,大力出奇迹,积极,0.6281909346580505
A1224035857355613184,01:59,2023-01-06 20:20:44,啥年代了还对标路虎，路虎有什么可对标的,积极,0.6477948427200317
A1224035710873832192,00:37,2023-01-06 20:20:27,漏油了,消极,0.810968279838562
A1224035302256003072,02:03,2023-01-06 20:19:38,我就差钱了，昂望,消极,0.9772285223007202
A1224035045464053504,03:53,2023-01-06 20:19:08,这车不行，居然还爆胎。,消极,0.9993858337402344
A1224034516277155072,00:54,2023-01-06 20:18:05,这 连桥都省了,消极,0.5368751883506775
A1224033998481722368,00:15,2023-01-06 20:17:03,船夫果然,积极,0.731700599193573
A1224031631653094144,03:41,2023-01-06 20:12:21,买一百万的车了，就不会考虑轮胎的事情了,消极,0.9197939038276672
A1224031005065785600,02:26,2023-01-06 20:11:06,用技术冲击高端，其他电动车都是工业垃圾,消极,0.9742038249969482
A1224030011460186880,00:58,2023-01-06 20:09:08,以后再也不拍涉水了,消极,0.9981147050857544
A1224029099433955072,01:49,2023-01-06 20:07:19,力拔山兮气盖世,消极,0.5136021375656128
A1224028718096217600,00:05,2023-01-06 20:06:33,your ,消极,0.7400444149971008
A1224027638642121472,03:15,2023-01-06 20:04:25,感觉费轮胎,消极,0.9876573085784912
A1224025538134598400,04:02,2023-01-06 20:00:14,厉害！,积极,0.7370948195457458
A1224022893391052800,04:07,2023-01-06 19:54:59,从此以后BYD，不是以前的BYD，仍是那个不该初心的BYD,积极,0.6528996825218201
A1224021748438257664,03:03,2023-01-06 19:52:43,中国雄起，大丈夫，应当追逐一番事业。,积极,0.9929412603378296
A1224020557599923456,01:58,2023-01-06 19:50:21,动力澎湃,积极,0.9890131950378418
A1224020187360391936,03:30,2023-01-06 19:49:36,全是技巧，没有一丝感情,消极,0.9989703893661499
A1224014419688876544,03:52,2023-01-06 19:38:09,这种技术信不信女司机会开到目的地才停下来,消极,0.9868266582489014
A1224012616432070656,03:03,2023-01-06 19:34:34,废胎，哈哈哈，牛逼,消极,0.9995429515838623
A1224012258263301888,02:37,2023-01-06 19:33:51,这里用的普通胎,消极,0.938170850276947
A1224008618219744768,00:15,2023-01-06 19:26:37,你们都是渣,消极,0.9986690282821655
A1224001664785084928,03:54,2023-01-06 19:12:48,牛,积极,0.8432111144065857
A1223996532727432704,02:41,2023-01-06 19:02:37,？？？,消极,0.9163351058959961
A1223991681133947392,01:44,2023-01-06 18:52:58,第一次觉得一个车真值一百万,积极,0.92530357837677
A1223990504505700352,00:07,2023-01-06 18:50:38,你又不是目标人群，你当然买不起，你可以买五菱,积极,0.5424790978431702
A1223962061269452544,00:11,2023-01-06 17:54:07,让友商绝望,消极,0.9915375709533691
A1223958177545374208,00:14,2023-01-06 17:46:24,前进4,积极,0.6177241802215576
A1223932824009561088,01:34,2023-01-06 16:56:02,不用助跑，直拔上沙山,积极,0.580940306186676
A1223926165618579200,00:09,2023-01-06 16:42:48, 前进4,积极,0.6177241802215576
A1223912031041042944,03:03,2023-01-06 16:14:43,仰望！前进四，全舰进入深海状态！,消极,0.9584060311317444
A1223854816456019712,00:03,2023-01-06 14:21:03,为中国品牌争气！支持比亚迪！,积极,0.9925641417503357
A1223813529497332224,01:11,2023-01-06 12:59:01,这捞起来还能用,消极,0.9415549635887146
A1223791954089980928,02:13,2023-01-06 12:16:09,牛逼,积极,0.7527815699577332
A1223771850782330368,02:20,2023-01-06 11:36:12,比亚迪：突破科技启迪未来这句话可能得我来说,积极,0.9942744374275208
A1223761302007482624,01:38,2023-01-06 11:15:15,征途是星辰大海,积极,0.7861883640289307
A1224870980963572736,03:31,2023-01-07 23:59:59,这是最牛逼的,消极,0.9922611117362976
A1224870648086986752,00:36,2023-01-07 23:59:19,说99%用不上这些功能的 用一次就能救你一命的功能你想怎样？,消极,0.938687264919281
A1224870163770653184,04:31,2023-01-07 23:58:22,可没有人能卡比亚迪的脖子。,积极,0.792168140411377
A1224870114235557888,01:51,2023-01-07 23:58:16,干拔,消极,0.8693636655807495
A1224869777190124544,05:23,2023-01-07 23:57:35,1998 交个朋友,消极,0.7671685814857483
A1224867549217400320,03:14,2023-01-07 23:53:10,仰望优八  前进四,积极,0.9694808721542358
A1224866372388249600,05:00,2023-01-07 23:50:50,厂家定位百万豪车，出价低于100的，跟咱一起搬砖攒钱去吧,积极,0.9657377004623413
A1224865010690685184,03:15,2023-01-07 23:48:07,理论上只有滚动摩擦力，反而不会费胎,积极,0.8827916979789734
A1224863789208406528,01:27,2023-01-07 23:45:42,有混动啊喂,积极,0.9917129278182983
A1224863634153653248,04:19,2023-01-07 23:45:23,有了仰望，去特喵的BBA,积极,0.9120013117790222
A1224863134301572352,05:32,2023-01-07 23:44:24,帅！,积极,0.8934100270271301
A1224863115796207616,01:38,2023-01-07 23:44:21,还得找夏东老师,消极,0.6982821226119995
A1224863105419716864,00:39,2023-01-07 23:44:20,水里怎么转向,积极,0.6231540441513062
A1224863037052574208,00:04,2023-01-07 23:44:12,夜航星草，比亚迪仰望，前进四！！,积极,0.9887420535087585
A1224862856093508608,00:16,2023-01-07 23:43:50,不怕陷进去吗,消极,0.9875083565711975
A1224860880584639232,02:12,2023-01-07 23:39:55,前面沙漠里怎么充电的，告诉你沙漠里也加不了油,积极,0.5068840384483337
A1224860453738804480,05:19,2023-01-07 23:39:04,现在沃尔沃跟安全划等号我希望有一天BYD也可以做到,消极,0.8916750550270081
A1224859802799319808,01:13,2023-01-07 23:37:46,沙吊们，有混动版,积极,0.9959335923194885
A1224859630430274560,03:51,2023-01-07 23:37:26,牛逼,积极,0.7527815699577332
A1224859337072267008,03:46,2023-01-07 23:36:51,纹丝不动,消极,0.9969371557235718
A1224859120294076928,03:48,2023-01-07 23:36:25,高速爆胎可以保命,消极,0.6100322008132935
A1224859052748873984,03:14,2023-01-07 23:36:17,100w的玩具你和我说伤胎？,消极,0.9398664832115173
A1224858649508302080,03:16,2023-01-07 23:35:29,甲骨文LOGO，顶级,积极,0.9438551664352417
A1224858308058485760,02:07,2023-01-07 23:34:48,路虎破玩意儿。。。,消极,0.9982378482818604
A1224858214525410816,02:41,2023-01-07 23:34:37,坦克吗，原地转圈,消极,0.9487432837486267
A1224858050922375936,04:39,2023-01-07 23:34:18,这些技术啥事都能用在家用车上就真的牛了,积极,0.9006929397583008
A1224856954355246080,00:25,2023-01-07 23:32:07,可以,积极,0.5423669815063477
A1224855997089136896,02:11,2023-01-07 23:30:13,担心能耗的 … 对有钱人来说根本不值一提,消极,0.9916538596153259
A1224855756973989376,03:46,2023-01-07 23:29:44,？？？离大普！关键时候能保命。,积极,0.6638200879096985
A1224853044181692416,00:53,2023-01-07 23:24:21,海洋系列——气垫船,消极,0.5011481046676636
A1224852972803382784,01:44,2023-01-07 23:24:12,卧槽 特么惊了,积极,0.9269366264343262
A1224852685350694400,00:26,2023-01-07 23:23:38,BGM很应景,积极,0.8330910801887512
A1224852626001559552,00:32,2023-01-07 23:23:31,车船税交得不亏,消极,0.6336441040039062
A1224849240090520064,00:35,2023-01-07 23:16:47,这也忒离谱了,消极,0.9968363046646118
A1224848552853995264,05:15,2023-01-07 23:15:25,虽然电动在北方还有些难度  不过坚信会有一天普及的,积极,0.9953635931015015
A1224848505475233536,04:21,2023-01-07 23:15:20,天顶星科技，真仰望,消极,0.66171795129776
A1224847860836021760,03:53,2023-01-07 23:14:03,这才是保命神技,积极,0.7597856521606445
A1224847625611110400,05:15,2023-01-07 23:13:35,车标搞漂亮一些就好了,积极,0.8471039533615112
A1224846899534695168,05:23,2023-01-07 23:12:08,遥遥领先,积极,0.9838532209396362
A1224846271211242752,04:21,2023-01-07 23:10:53,这样看这个刹车是不是也很牛逼啊,积极,0.6786776781082153
A1224846250332123648,04:10,2023-01-07 23:10:51,这是保命的技术啊,消极,0.6944441795349121
A1224845240796872448,02:39,2023-01-07 23:08:50,优雅,积极,0.6193967461585999
A1224844820099557888,03:20,2023-01-07 23:08:00,双流,积极,0.8594865798950195
A1224843941401453824,04:07,2023-01-07 23:06:16,反复测验！！,消极,0.9940457344055176
A1224843635426870784,04:38,2023-01-07 23:05:39,作为比亚迪车主，心中无比自豪！继续加油吧！,积极,0.9726012349128723
A1224843171964774656,02:50,2023-01-07 23:04:44,china no.1！！,积极,0.9389017224311829
A1224842819341226496,04:22,2023-01-07 23:04:02,比亚迪有军工背景哦,积极,0.9895586967468262
A1224842424699138560,01:38,2023-01-07 23:03:15,好帅,积极,0.942901611328125
A1224842184365567232,00:13,2023-01-07 23:02:46,甚至不提一点内饰,消极,0.9849720597267151
A1224842000344374528,00:53,2023-01-07 23:02:24,牛,积极,0.8432111144065857
A1224841587113556480,03:48,2023-01-07 23:01:35,高速爆胎， 一直是不可控制的，  一旦爆胎， 就非常容易翻车， 就没了,消极,0.9737240076065063
A1224840995615667200,04:47,2023-01-07 23:00:24,身为日系粉丝，国产黑的我这一次真的被震撼到了，希望能在有生之年看到国产内燃机崛起或者混动崛起，纯电这块已经被国产玩到家了,积极,0.9958167672157288
A1224840725074777088,02:50,2023-01-07 22:59:52,从未觉得有哪部车有这么值100w,消极,0.7268384099006653
A1224839482436807680,02:26,2023-01-07 22:57:24,这些技术，其他厂商一时半会只能傻看着,消极,0.8530355095863342
A1224839472764545024,03:12,2023-01-07 22:57:23,电车早就该出这原地掉头这功能了，毕竟玩具4马达小车都能原地转圈,消极,0.6122426986694336
A1224839291638007808,02:04,2023-01-07 22:57:01,遥遥领先,积极,0.9838532209396362
A1224838505793116416,00:30,2023-01-07 22:55:28,卖爆,消极,0.5629029870033264
A1224837760029268992,03:02,2023-01-07 22:53:59,坦克300：我调头才是坦克调头,消极,0.9301617741584778
A1224836924817335040,03:53,2023-01-07 22:52:19,这个技术就是吊炸天，最多的爆胎事故，完爆很多车,消极,0.8332168459892273
A1224836708625901312,01:42,2023-01-07 22:51:53,力拔山兮气盖世,消极,0.5136021375656128
A1224835944742636032,02:27,2023-01-07 22:50:22,准备个炮台在车顶,积极,0.968279242515564
A1224835411654844416,03:55,2023-01-07 22:49:19,牛逼,积极,0.7527815699577332
A1224835253068235008,00:12,2023-01-07 22:49:00,u8,消极,0.8634540438652039
A1224835096679671808,03:18,2023-01-07 22:48:41,有点费胎呀,消极,0.9418941140174866
A1224834710736564736,04:13,2023-01-07 22:47:55,这是我心中想要的比亚迪,积极,0.9943261742591858
A1224834201564636928,00:14,2023-01-07 22:46:54,牛逼,积极,0.7527815699577332
A1224833942088070656,05:03,2023-01-07 22:46:24,太离谱了75的速度过冰雪路面,消极,0.9748784899711609
A1224833663687340288,02:41,2023-01-07 22:45:50,我去，双流传动,积极,0.8471091985702515
A1224833154255660032,01:19,2023-01-07 22:44:50,你是懂越野的,积极,0.7510567307472229
A1224833000634806016,02:51,2023-01-07 22:44:31,6666,消极,0.589855968952179
A1224832764352732416,04:16,2023-01-07 22:44:03,牛逼,积极,0.7527815699577332
A1224830955802834432,03:28,2023-01-07 22:40:28,外观颜色真丑啊,消极,0.9742527008056641
A1224830209988144640,02:12,2023-01-07 22:38:59,1000万级别最好的汽车，没有之一,积极,0.9948418736457825
A1224829693787092480,03:41,2023-01-07 22:37:57,评论区谁还能没有100万，还说废轮胎？滚吧,消极,0.9754440188407898
A1224829454854022400,01:02,2023-01-07 22:37:29,这是海陆两栖巡洋舰,积极,0.8056157827377319
A1224829169347821312,00:51,2023-01-07 22:36:55,一代补丁一代神，什么德国车日本车只能玩怀旧服了,消极,0.8366236686706543
A1224829088825685504,02:12,2023-01-07 22:36:45,心动了，我也就差一百多万了,积极,0.9733152389526367
A1224828533986315520,01:05,2023-01-07 22:35:39,给国人长脸！,消极,0.9932137727737427
A1224827418930831104,01:59,2023-01-07 22:33:26,R1,消极,0.7750421166419983
A1224827365059160832,00:06,2023-01-07 22:33:20,完全就是不计成本的造车，很正常嘛,消极,0.9946364760398865
A1224827344540502272,04:11,2023-01-07 22:33:17,这的确就不再怕爆胎了,积极,0.9157857894897461
A1224826978612352768,00:33,2023-01-07 22:32:33,去台湾,消极,0.6557484269142151
A1224826344005923328,02:24,2023-01-07 22:31:18,50万想多了，说是会过百万,消极,0.9646090865135193
A1224825327441084672,03:54,2023-01-07 22:29:17,这个就很了不起,积极,0.8830493688583374
A1224825255726917376,05:00,2023-01-07 22:29:08,没事，真是60w的话我还是买的起的,积极,0.9950006604194641
A1224825016013755648,04:59,2023-01-07 22:28:39,我秦可以置换,积极,0.8634734153747559
A1224824662677310720,04:08,2023-01-07 22:27:57,再加上volvo的保命技术就更完美了,积极,0.942661702632904
A1224824472280791296,00:55,2023-01-07 22:27:35,这车竞争力真的强，能买起百万车的人，什么第一位？安全！,积极,0.9980354905128479
A1224824225244659712,02:44,2023-01-07 22:27:05,卧槽,积极,0.8259747624397278
A1224823962043703552,01:47,2023-01-07 22:26:34,1100匹，是开玩笑的吗？,消极,0.9472209811210632
A1224823779793193728,03:06,2023-01-07 22:26:12,去试驾,积极,0.968712568283081
A1224823689984738048,04:59,2023-01-07 22:26:01,卧槽,积极,0.8259747624397278
A1224823595528873472,02:43,2023-01-07 22:25:50,路上我要玩这一手，我就是马路上最靓的仔,积极,0.5926914811134338
A1224823472098766080,02:42,2023-01-07 22:25:35,？,积极,0.5104345679283142
A1224823250471645952,05:07,2023-01-07 22:25:09,仰望系列是比亚迪直营店卖的，一般的4儿子店买不到的,积极,0.9906846284866333
A1224822922158629376,05:06,2023-01-07 22:24:30,太稳了！,积极,0.9843885898590088
A1224822748799757312,04:54,2023-01-07 22:24:09,一个场景一套肽,消极,0.9964306950569153
A1224822579500708608,02:57,2023-01-07 22:23:49,终于忍不住了，卧槽！,积极,0.9198011159896851
A1224822490321633536,02:46,2023-01-07 22:23:38,卧槽,积极,0.8259747624397278
A1224822479785326592,05:05,2023-01-07 22:23:37,蓝色空间号，前进4,消极,0.9450758099555969
A1224822455307273472,03:26,2023-01-07 22:23:34,量产也能这样就好了,积极,0.9460433721542358
A1224822368543791616,00:32,2023-01-07 22:23:24,？？？,消极,0.9163351058959961
A1224821326158577152,02:44,2023-01-07 22:21:20,这不是电动大G的坦克调头吗,消极,0.8031535744667053
A1224821284131727872,04:29,2023-01-07 22:21:15,冰雪路面抬头是吧………………,积极,0.8078339695930481
A1224820778332537600,01:22,2023-01-07 22:20:14,别像，就是路虎,消极,0.996809184551239
A1224819905162067712,04:34,2023-01-07 22:18:30,没有碰撞测试啊,消极,0.9339756965637207
A1224819409638913024,02:39,2023-01-07 22:17:31,卧槽,积极,0.8259747624397278
A1224818889083588352,03:23,2023-01-07 22:16:29,掉头原理都没看直接说费胎，不是硬磨的，大神们,消极,0.7284078001976013
A1224818860084226048,03:50,2023-01-07 22:16:26,优雅，太特么优雅了,积极,0.9752289056777954
A1224817427150436096,04:24,2023-01-07 22:13:35,不好意思，百万级别的,积极,0.988851010799408
A1224816350690955776,01:21,2023-01-07 22:11:26,特斯拉:噢，我的上帝，该死的特效，都是特效，快告诉我这不是真的。,消极,0.9801719784736633
A1224815361070001664,00:32,2023-01-07 22:09:29,去台湾有新办法了！,积极,0.6215210556983948
A1224814109171009792,04:26,2023-01-07 22:06:59,说这些技术没用的一半是BBA之类的豪华车主的自尊心，一半是厂商的水军，哪个中国人不想自己的民族品牌崛起？,消极,0.7387580275535583
A1224811731663005184,03:28,2023-01-07 22:02:16,真的只能靠我们自己了！,消极,0.8347374200820923
A1224811266657461248,03:01,2023-01-07 22:01:20,这次得站国产 太卧槽了！,积极,0.9482334852218628
A1224810986436180224,04:59,2023-01-07 22:00:47,我是穷，不妨碍我想买。,积极,0.856326699256897
A1224810002242662656,02:44,2023-01-07 21:58:50,？？？？？？？,消极,0.9919934272766113
A1224809720594849536,02:43,2023-01-07 21:58:16,掉头这下我快哭了,消极,0.9793142676353455
A1224809207472076288,00:08,2023-01-07 21:57:15,牛,积极,0.8432111144065857
A1224806569758614272,05:33,2023-01-07 21:52:01,富人不傻,消极,0.7432727217674255
A1224806153003771904,00:23,2023-01-07 21:51:11,BYD号！进入前进四！,积极,0.7199933528900146
A1224805922049014784,02:53,2023-01-07 21:50:43,缓慢原地飘移，伤胎，但紧急情况效果非凡,消极,0.5950896143913269
A1224803750448055808,01:51,2023-01-07 21:46:24,五菱也可以,积极,0.8608563542366028
A1224803585259500032,04:20,2023-01-07 21:46:05,这才是豪车呀！,积极,0.6018909215927124
A1224803042910574080,04:54,2023-01-07 21:45:00,安全是最大的豪华,积极,0.9908215999603271
A1224802768687020032,00:22,2023-01-07 21:44:27,外观不太行,消极,0.9896536469459534
